1:2,3,4,5,6,7:The Federation -- Do Not Dump!:The Federation:
2:1,3,7,8,9,10:The Federation -- Do Not Dump!:The Federation:
3:1,2,4,295,354:The Federation -- Do Not Dump!:The Federation:
4:1,3,5,270,474:The Federation -- Do Not Dump!:The Federation:
5:1,4,6,156,492,247:The Federation -- Do Not Dump!:The Federation:
6:1,5,7,240:The Federation -- Do Not Dump!:The Federation:
7:1,2,6,8,414,75:The Federation -- Do Not Dump!:The Federation:
8:2,7,136,266:The Federation -- Do Not Dump!:The Federation:
9:2,10,89,265,265:The Federation -- Do Not Dump!:The Federation:
10:2,9,126,135,247:The Federation -- Do Not Dump!:The Federation:
11:56,370::Uncharted Space:
12:1,295,346::Saiph:
13:13,13,69,294,303::Uncharted Space:
14:183,192,457::Alpha Ser:
15:110::Uncharted Space:
16:159,249::Beta And:
17:257,451,455::Uncharted Space:
18:128,256::Kurhah:
19:53,88,494::Uncharted Space:
20:234,351::Alula Borealis:
21:412::Uncharted Space:
22:252,404::Gamma Peg:
23:139,151,207::Uncharted Space:
24:42,118,131,486,497,257::Hadar:
25:88,295::Uncharted Space:
26:182,360,416::Monoceros:
27:146,345::Uncharted Space:
28:65,168::Scheat:
29:51::Uncharted Space:
30:79,144,379::Puppis:
31:166,433::Uncharted Space:
32:237,473::Corona:
33:64,379::Uncharted Space:
34:141,260::Microscopium:
35:140,370::Uncharted Space:
36:216,241::Acubens:
37:72,295::Uncharted Space:
38:154,333,408::Sextans:
39:274,439::Uncharted Space:
40:271,320::Alpha Gru:
41:237,422,443::Uncharted Space:
42:24,392::Lambda UMa:
43:108,111::Uncharted Space:
44:267,404,475,284::Alpha Col:
45:228,280::Uncharted Space:
46:380,441::Baten Kaitos:
47:129,274,321::Uncharted Space:
48:293,394::Gamma Gem:
49:113,321,479::Uncharted Space:
50:153,216::Hamal:
51:29,134,415,203::Uncharted Space:
52:246,432::Beta Ori:
53:312::Uncharted Space:
54:397,459::Deneb:
55:67,262,450::Uncharted Space:
56:11,73,79,215::Alpha Col:
57:125,167::Uncharted Space:
58:71,355::Eta Eri:
59:59,59,178::Uncharted Space:
60:148,176::Beta Cet:
61:167,391,486::Uncharted Space:
62:143,149,322::Alphecca:
63:222,278::Uncharted Space:
64:33,314:Ferringhi:Ferringhi:
65:28,71::Telescopium:
66:145,335::Uncharted Space:
67:55,375::Mu UMa:
68:174,491::Uncharted Space:
69:13,266::Alpha Ori:
70:235,361::Uncharted Space:
71:58,319,495,65::Homam:
72:37::Uncharted Space:
73:56::Alhena:
74:211,367,411::Uncharted Space:
75:7,126::Tau2 Eri:
76:142,413::Uncharted Space:
77:442,465::Gamma Cet:
78:441,463::Uncharted Space:
79:30,56,397,339::Pictor:
80:224,338::Uncharted Space:
81:120,153::Sagittarius:
82:431,441::Uncharted Space:
83:163,328::Pegasus:
84:100,231::Uncharted Space:
85:127::Beta Cen:
86:205::Uncharted Space:
87:102,435::Antlia:
88:19,25,361::Uncharted Space:
89:9,346::Alpha CrB:
90:197,292::Uncharted Space:
91:147,328::Iota Dra:
92:263,376::Uncharted Space:
93:138,265,353::Reticulum:
94:171,366::Uncharted Space:
